date,day,month,month_name,quarter,year,week,day_name,is_weekend,month_year,financial_year
2024-03-23,23,3,March,Q1,2024,12,Saturday,True,2024-03,FY2023-2024
2024-03-24,24,3,March,Q1,2024,12,Sunday,True,2024-03,FY2023-2024
2024-03-25,25,3,March,Q1,2024,13,Monday,False,2024-03,FY2023-2024
2024-03-26,26,3,March,Q1,2024,13,Tuesday,False,2024-03,FY2023-2024
2024-03-27,27,3,March,Q1,2024,13,Wednesday,False,2024-03,FY2023-2024
2024-03-28,28,3,March,Q1,2024,13,Thursday,False,2024-03,FY2023-2024
2024-03-29,29,3,March,Q1,2024,13,Friday,False,2024-03,FY2023-2024
2024-03-30,30,3,March,Q1,2024,13,Saturday,True,2024-03,FY2023-2024
2024-03-31,31,3,March,Q1,2024,13,Sunday,True,2024-03,FY2023-2024
2024-04-01,1,4,April,Q2,2024,14,Monday,False,2024-04,FY2024-2025
2024-04-02,2,4,April,Q2,2024,14,Tuesday,False,2024-04,FY2024-2025
2024-04-03,3,4,April,Q2,2024,14,Wednesday,False,2024-04,FY2024-2025
2024-04-04,4,4,April,Q2,2024,14,Thursday,False,2024-04,FY2024-2025
2024-04-05,5,4,April,Q2,2024,14,Friday,False,2024-04,FY2024-2025
2024-04-06,6,4,April,Q2,2024,14,Saturday,True,2024-04,FY2024-2025
2024-04-07,7,4,April,Q2,2024,14,Sunday,True,2024-04,FY2024-2025
2024-04-08,8,4,April,Q2,2024,15,Monday,False,2024-04,FY2024-2025
2024-04-09,9,4,April,Q2,2024,15,Tuesday,False,2024-04,FY2024-2025
2024-04-10,10,4,April,Q2,2024,15,Wednesday,False,2024-04,FY2024-2025
2024-04-11,11,4,April,Q2,2024,15,Thursday,False,2024-04,FY2024-2025
2024-04-12,12,4,April,Q2,2024,15,Friday,False,2024-04,FY2024-2025
2024-04-13,13,4,April,Q2,2024,15,Saturday,True,2024-04,FY2024-2025
2024-04-14,14,4,April,Q2,2024,15,Sunday,True,2024-04,FY2024-2025
2024-04-15,15,4,April,Q2,2024,16,Monday,False,2024-04,FY2024-2025
2024-04-16,16,4,April,Q2,2024,16,Tuesday,False,2024-04,FY2024-2025
2024-04-17,17,4,April,Q2,2024,16,Wednesday,False,2024-04,FY2024-2025
2024-04-18,18,4,April,Q2,2024,16,Thursday,False,2024-04,FY2024-2025
2024-04-19,19,4,April,Q2,2024,16,Friday,False,2024-04,FY2024-2025
2024-04-20,20,4,April,Q2,2024,16,Saturday,True,2024-04,FY2024-2025
2024-04-21,21,4,April,Q2,2024,16,Sunday,True,2024-04,FY2024-2025
2024-04-22,22,4,April,Q2,2024,17,Monday,False,2024-04,FY2024-2025
2024-04-23,23,4,April,Q2,2024,17,Tuesday,False,2024-04,FY2024-2025
2024-04-24,24,4,April,Q2,2024,17,Wednesday,False,2024-04,FY2024-2025
2024-04-25,25,4,April,Q2,2024,17,Thursday,False,2024-04,FY2024-2025
2024-04-26,26,4,April,Q2,2024,17,Friday,False,2024-04,FY2024-2025
2024-04-27,27,4,April,Q2,2024,17,Saturday,True,2024-04,FY2024-2025
2024-04-28,28,4,April,Q2,2024,17,Sunday,True,2024-04,FY2024-2025
2024-04-29,29,4,April,Q2,2024,18,Monday,False,2024-04,FY2024-2025
2024-04-30,30,4,April,Q2,2024,18,Tuesday,False,2024-04,FY2024-2025
2024-05-01,1,5,May,Q2,2024,18,Wednesday,False,2024-05,FY2024-2025
2024-05-02,2,5,May,Q2,2024,18,Thursday,False,2024-05,FY2024-2025
2024-05-03,3,5,May,Q2,2024,18,Friday,False,2024-05,FY2024-2025
2024-05-04,4,5,May,Q2,2024,18,Saturday,True,2024-05,FY2024-2025
2024-05-05,5,5,May,Q2,2024,18,Sunday,True,2024-05,FY2024-2025
2024-05-06,6,5,May,Q2,2024,19,Monday,False,2024-05,FY2024-2025
2024-05-07,7,5,May,Q2,2024,19,Tuesday,False,2024-05,FY2024-2025
2024-05-08,8,5,May,Q2,2024,19,Wednesday,False,2024-05,FY2024-2025
2024-05-09,9,5,May,Q2,2024,19,Thursday,False,2024-05,FY2024-2025
2024-05-10,10,5,May,Q2,2024,19,Friday,False,2024-05,FY2024-2025
2024-05-11,11,5,May,Q2,2024,19,Saturday,True,2024-05,FY2024-2025
2024-05-12,12,5,May,Q2,2024,19,Sunday,True,2024-05,FY2024-2025
2024-05-13,13,5,May,Q2,2024,20,Monday,False,2024-05,FY2024-2025
2024-05-14,14,5,May,Q2,2024,20,Tuesday,False,2024-05,FY2024-2025
2024-05-15,15,5,May,Q2,2024,20,Wednesday,False,2024-05,FY2024-2025
2024-05-16,16,5,May,Q2,2024,20,Thursday,False,2024-05,FY2024-2025
2024-05-17,17,5,May,Q2,2024,20,Friday,False,2024-05,FY2024-2025
2024-05-18,18,5,May,Q2,2024,20,Saturday,True,2024-05,FY2024-2025
2024-05-19,19,5,May,Q2,2024,20,Sunday,True,2024-05,FY2024-2025
2024-05-20,20,5,May,Q2,2024,21,Monday,False,2024-05,FY2024-2025
2024-05-21,21,5,May,Q2,2024,21,Tuesday,False,2024-05,FY2024-2025
2024-05-22,22,5,May,Q2,2024,21,Wednesday,False,2024-05,FY2024-2025
2024-05-23,23,5,May,Q2,2024,21,Thursday,False,2024-05,FY2024-2025
2024-05-24,24,5,May,Q2,2024,21,Friday,False,2024-05,FY2024-2025
2024-05-25,25,5,May,Q2,2024,21,Saturday,True,2024-05,FY2024-2025
2024-05-26,26,5,May,Q2,2024,21,Sunday,True,2024-05,FY2024-2025
2024-05-27,27,5,May,Q2,2024,22,Monday,False,2024-05,FY2024-2025
2024-05-28,28,5,May,Q2,2024,22,Tuesday,False,2024-05,FY2024-2025
2024-05-29,29,5,May,Q2,2024,22,Wednesday,False,2024-05,FY2024-2025
2024-05-30,30,5,May,Q2,2024,22,Thursday,False,2024-05,FY2024-2025
2024-05-31,31,5,May,Q2,2024,22,Friday,False,2024-05,FY2024-2025
2024-06-01,1,6,June,Q2,2024,22,Saturday,True,2024-06,FY2024-2025
2024-06-02,2,6,June,Q2,2024,22,Sunday,True,2024-06,FY2024-2025
2024-06-03,3,6,June,Q2,2024,23,Monday,False,2024-06,FY2024-2025
2024-06-04,4,6,June,Q2,2024,23,Tuesday,False,2024-06,FY2024-2025
2024-06-05,5,6,June,Q2,2024,23,Wednesday,False,2024-06,FY2024-2025
2024-06-06,6,6,June,Q2,2024,23,Thursday,False,2024-06,FY2024-2025
2024-06-07,7,6,June,Q2,2024,23,Friday,False,2024-06,FY2024-2025
2024-06-08,8,6,June,Q2,2024,23,Saturday,True,2024-06,FY2024-2025
2024-06-09,9,6,June,Q2,2024,23,Sunday,True,2024-06,FY2024-2025
2024-06-10,10,6,June,Q2,2024,24,Monday,False,2024-06,FY2024-2025
2024-06-11,11,6,June,Q2,2024,24,Tuesday,False,2024-06,FY2024-2025
2024-06-12,12,6,June,Q2,2024,24,Wednesday,False,2024-06,FY2024-2025
2024-06-13,13,6,June,Q2,2024,24,Thursday,False,2024-06,FY2024-2025
2024-06-14,14,6,June,Q2,2024,24,Friday,False,2024-06,FY2024-2025
2024-06-15,15,6,June,Q2,2024,24,Saturday,True,2024-06,FY2024-2025
2024-06-16,16,6,June,Q2,2024,24,Sunday,True,2024-06,FY2024-2025
2024-06-17,17,6,June,Q2,2024,25,Monday,False,2024-06,FY2024-2025
2024-06-18,18,6,June,Q2,2024,25,Tuesday,False,2024-06,FY2024-2025
2024-06-19,19,6,June,Q2,2024,25,Wednesday,False,2024-06,FY2024-2025
2024-06-20,20,6,June,Q2,2024,25,Thursday,False,2024-06,FY2024-2025
2024-06-21,21,6,June,Q2,2024,25,Friday,False,2024-06,FY2024-2025
2024-06-22,22,6,June,Q2,2024,25,Saturday,True,2024-06,FY2024-2025
2024-06-23,23,6,June,Q2,2024,25,Sunday,True,2024-06,FY2024-2025
2024-06-24,24,6,June,Q2,2024,26,Monday,False,2024-06,FY2024-2025
2024-06-25,25,6,June,Q2,2024,26,Tuesday,False,2024-06,FY2024-2025
2024-06-26,26,6,June,Q2,2024,26,Wednesday,False,2024-06,FY2024-2025
2024-06-27,27,6,June,Q2,2024,26,Thursday,False,2024-06,FY2024-2025
2024-06-28,28,6,June,Q2,2024,26,Friday,False,2024-06,FY2024-2025
2024-06-29,29,6,June,Q2,2024,26,Saturday,True,2024-06,FY2024-2025
2024-06-30,30,6,June,Q2,2024,26,Sunday,True,2024-06,FY2024-2025
2024-07-01,1,7,July,Q3,2024,27,Monday,False,2024-07,FY2024-2025
2024-07-02,2,7,July,Q3,2024,27,Tuesday,False,2024-07,FY2024-2025
2024-07-03,3,7,July,Q3,2024,27,Wednesday,False,2024-07,FY2024-2025
2024-07-04,4,7,July,Q3,2024,27,Thursday,False,2024-07,FY2024-2025
2024-07-05,5,7,July,Q3,2024,27,Friday,False,2024-07,FY2024-2025
2024-07-06,6,7,July,Q3,2024,27,Saturday,True,2024-07,FY2024-2025
2024-07-07,7,7,July,Q3,2024,27,Sunday,True,2024-07,FY2024-2025
2024-07-08,8,7,July,Q3,2024,28,Monday,False,2024-07,FY2024-2025
2024-07-09,9,7,July,Q3,2024,28,Tuesday,False,2024-07,FY2024-2025
2024-07-10,10,7,July,Q3,2024,28,Wednesday,False,2024-07,FY2024-2025
2024-07-11,11,7,July,Q3,2024,28,Thursday,False,2024-07,FY2024-2025
2024-07-12,12,7,July,Q3,2024,28,Friday,False,2024-07,FY2024-2025
2024-07-13,13,7,July,Q3,2024,28,Saturday,True,2024-07,FY2024-2025
2024-07-14,14,7,July,Q3,2024,28,Sunday,True,2024-07,FY2024-2025
2024-07-15,15,7,July,Q3,2024,29,Monday,False,2024-07,FY2024-2025
2024-07-16,16,7,July,Q3,2024,29,Tuesday,False,2024-07,FY2024-2025
2024-07-17,17,7,July,Q3,2024,29,Wednesday,False,2024-07,FY2024-2025
2024-07-18,18,7,July,Q3,2024,29,Thursday,False,2024-07,FY2024-2025
2024-07-19,19,7,July,Q3,2024,29,Friday,False,2024-07,FY2024-2025
2024-07-20,20,7,July,Q3,2024,29,Saturday,True,2024-07,FY2024-2025
2024-07-21,21,7,July,Q3,2024,29,Sunday,True,2024-07,FY2024-2025
2024-07-22,22,7,July,Q3,2024,30,Monday,False,2024-07,FY2024-2025
2024-07-23,23,7,July,Q3,2024,30,Tuesday,False,2024-07,FY2024-2025
2024-07-24,24,7,July,Q3,2024,30,Wednesday,False,2024-07,FY2024-2025
2024-07-25,25,7,July,Q3,2024,30,Thursday,False,2024-07,FY2024-2025
2024-07-26,26,7,July,Q3,2024,30,Friday,False,2024-07,FY2024-2025
2024-07-27,27,7,July,Q3,2024,30,Saturday,True,2024-07,FY2024-2025
2024-07-28,28,7,July,Q3,2024,30,Sunday,True,2024-07,FY2024-2025
2024-07-29,29,7,July,Q3,2024,31,Monday,False,2024-07,FY2024-2025
2024-07-30,30,7,July,Q3,2024,31,Tuesday,False,2024-07,FY2024-2025
2024-07-31,31,7,July,Q3,2024,31,Wednesday,False,2024-07,FY2024-2025
2024-08-01,1,8,August,Q3,2024,31,Thursday,False,2024-08,FY2024-2025
2024-08-02,2,8,August,Q3,2024,31,Friday,False,2024-08,FY2024-2025
2024-08-03,3,8,August,Q3,2024,31,Saturday,True,2024-08,FY2024-2025
2024-08-04,4,8,August,Q3,2024,31,Sunday,True,2024-08,FY2024-2025
2024-08-05,5,8,August,Q3,2024,32,Monday,False,2024-08,FY2024-2025
2024-08-06,6,8,August,Q3,2024,32,Tuesday,False,2024-08,FY2024-2025
2024-08-07,7,8,August,Q3,2024,32,Wednesday,False,2024-08,FY2024-2025
2024-08-08,8,8,August,Q3,2024,32,Thursday,False,2024-08,FY2024-2025
2024-08-09,9,8,August,Q3,2024,32,Friday,False,2024-08,FY2024-2025
2024-08-10,10,8,August,Q3,2024,32,Saturday,True,2024-08,FY2024-2025
2024-08-11,11,8,August,Q3,2024,32,Sunday,True,2024-08,FY2024-2025
2024-08-12,12,8,August,Q3,2024,33,Monday,False,2024-08,FY2024-2025
2024-08-13,13,8,August,Q3,2024,33,Tuesday,False,2024-08,FY2024-2025
2024-08-14,14,8,August,Q3,2024,33,Wednesday,False,2024-08,FY2024-2025
2024-08-15,15,8,August,Q3,2024,33,Thursday,False,2024-08,FY2024-2025
2024-08-16,16,8,August,Q3,2024,33,Friday,False,2024-08,FY2024-2025
2024-08-17,17,8,August,Q3,2024,33,Saturday,True,2024-08,FY2024-2025
2024-08-18,18,8,August,Q3,2024,33,Sunday,True,2024-08,FY2024-2025
2024-08-19,19,8,August,Q3,2024,34,Monday,False,2024-08,FY2024-2025
2024-08-20,20,8,August,Q3,2024,34,Tuesday,False,2024-08,FY2024-2025
2024-08-21,21,8,August,Q3,2024,34,Wednesday,False,2024-08,FY2024-2025
2024-08-22,22,8,August,Q3,2024,34,Thursday,False,2024-08,FY2024-2025
2024-08-23,23,8,August,Q3,2024,34,Friday,False,2024-08,FY2024-2025
2024-08-24,24,8,August,Q3,2024,34,Saturday,True,2024-08,FY2024-2025
2024-08-25,25,8,August,Q3,2024,34,Sunday,True,2024-08,FY2024-2025
2024-08-26,26,8,August,Q3,2024,35,Monday,False,2024-08,FY2024-2025
2024-08-27,27,8,August,Q3,2024,35,Tuesday,False,2024-08,FY2024-2025
2024-08-28,28,8,August,Q3,2024,35,Wednesday,False,2024-08,FY2024-2025
2024-08-29,29,8,August,Q3,2024,35,Thursday,False,2024-08,FY2024-2025
2024-08-30,30,8,August,Q3,2024,35,Friday,False,2024-08,FY2024-2025
2024-08-31,31,8,August,Q3,2024,35,Saturday,True,2024-08,FY2024-2025
2024-09-01,1,9,September,Q3,2024,35,Sunday,True,2024-09,FY2024-2025
2024-09-02,2,9,September,Q3,2024,36,Monday,False,2024-09,FY2024-2025
2024-09-03,3,9,September,Q3,2024,36,Tuesday,False,2024-09,FY2024-2025
2024-09-04,4,9,September,Q3,2024,36,Wednesday,False,2024-09,FY2024-2025
2024-09-05,5,9,September,Q3,2024,36,Thursday,False,2024-09,FY2024-2025
2024-09-06,6,9,September,Q3,2024,36,Friday,False,2024-09,FY2024-2025
2024-09-07,7,9,September,Q3,2024,36,Saturday,True,2024-09,FY2024-2025
2024-09-08,8,9,September,Q3,2024,36,Sunday,True,2024-09,FY2024-2025
2024-09-09,9,9,September,Q3,2024,37,Monday,False,2024-09,FY2024-2025
2024-09-10,10,9,September,Q3,2024,37,Tuesday,False,2024-09,FY2024-2025
2024-09-11,11,9,September,Q3,2024,37,Wednesday,False,2024-09,FY2024-2025
2024-09-12,12,9,September,Q3,2024,37,Thursday,False,2024-09,FY2024-2025
2024-09-13,13,9,September,Q3,2024,37,Friday,False,2024-09,FY2024-2025
2024-09-14,14,9,September,Q3,2024,37,Saturday,True,2024-09,FY2024-2025
2024-09-15,15,9,September,Q3,2024,37,Sunday,True,2024-09,FY2024-2025
2024-09-16,16,9,September,Q3,2024,38,Monday,False,2024-09,FY2024-2025
2024-09-17,17,9,September,Q3,2024,38,Tuesday,False,2024-09,FY2024-2025
2024-09-18,18,9,September,Q3,2024,38,Wednesday,False,2024-09,FY2024-2025
2024-09-19,19,9,September,Q3,2024,38,Thursday,False,2024-09,FY2024-2025
2024-09-20,20,9,September,Q3,2024,38,Friday,False,2024-09,FY2024-2025
2024-09-21,21,9,September,Q3,2024,38,Saturday,True,2024-09,FY2024-2025
2024-09-22,22,9,September,Q3,2024,38,Sunday,True,2024-09,FY2024-2025
2024-09-23,23,9,September,Q3,2024,39,Monday,False,2024-09,FY2024-2025
2024-09-24,24,9,September,Q3,2024,39,Tuesday,False,2024-09,FY2024-2025
2024-09-25,25,9,September,Q3,2024,39,Wednesday,False,2024-09,FY2024-2025
2024-09-26,26,9,September,Q3,2024,39,Thursday,False,2024-09,FY2024-2025
2024-09-27,27,9,September,Q3,2024,39,Friday,False,2024-09,FY2024-2025
2024-09-28,28,9,September,Q3,2024,39,Saturday,True,2024-09,FY2024-2025
2024-09-29,29,9,September,Q3,2024,39,Sunday,True,2024-09,FY2024-2025
2024-09-30,30,9,September,Q3,2024,40,Monday,False,2024-09,FY2024-2025
2024-10-01,1,10,October,Q4,2024,40,Tuesday,False,2024-10,FY2024-2025
2024-10-02,2,10,October,Q4,2024,40,Wednesday,False,2024-10,FY2024-2025
2024-10-03,3,10,October,Q4,2024,40,Thursday,False,2024-10,FY2024-2025
2024-10-04,4,10,October,Q4,2024,40,Friday,False,2024-10,FY2024-2025
2024-10-05,5,10,October,Q4,2024,40,Saturday,True,2024-10,FY2024-2025
2024-10-06,6,10,October,Q4,2024,40,Sunday,True,2024-10,FY2024-2025
2024-10-07,7,10,October,Q4,2024,41,Monday,False,2024-10,FY2024-2025
2024-10-08,8,10,October,Q4,2024,41,Tuesday,False,2024-10,FY2024-2025
2024-10-09,9,10,October,Q4,2024,41,Wednesday,False,2024-10,FY2024-2025
2024-10-10,10,10,October,Q4,2024,41,Thursday,False,2024-10,FY2024-2025
2024-10-11,11,10,October,Q4,2024,41,Friday,False,2024-10,FY2024-2025
2024-10-12,12,10,October,Q4,2024,41,Saturday,True,2024-10,FY2024-2025
2024-10-13,13,10,October,Q4,2024,41,Sunday,True,2024-10,FY2024-2025
2024-10-14,14,10,October,Q4,2024,42,Monday,False,2024-10,FY2024-2025
2024-10-15,15,10,October,Q4,2024,42,Tuesday,False,2024-10,FY2024-2025
2024-10-16,16,10,October,Q4,2024,42,Wednesday,False,2024-10,FY2024-2025
2024-10-17,17,10,October,Q4,2024,42,Thursday,False,2024-10,FY2024-2025
2024-10-18,18,10,October,Q4,2024,42,Friday,False,2024-10,FY2024-2025
2024-10-19,19,10,October,Q4,2024,42,Saturday,True,2024-10,FY2024-2025
2024-10-20,20,10,October,Q4,2024,42,Sunday,True,2024-10,FY2024-2025
2024-10-21,21,10,October,Q4,2024,43,Monday,False,2024-10,FY2024-2025
2024-10-22,22,10,October,Q4,2024,43,Tuesday,False,2024-10,FY2024-2025
2024-10-23,23,10,October,Q4,2024,43,Wednesday,False,2024-10,FY2024-2025
2024-10-24,24,10,October,Q4,2024,43,Thursday,False,2024-10,FY2024-2025
2024-10-25,25,10,October,Q4,2024,43,Friday,False,2024-10,FY2024-2025
2024-10-26,26,10,October,Q4,2024,43,Saturday,True,2024-10,FY2024-2025
2024-10-27,27,10,October,Q4,2024,43,Sunday,True,2024-10,FY2024-2025
2024-10-28,28,10,October,Q4,2024,44,Monday,False,2024-10,FY2024-2025
2024-10-29,29,10,October,Q4,2024,44,Tuesday,False,2024-10,FY2024-2025
2024-10-30,30,10,October,Q4,2024,44,Wednesday,False,2024-10,FY2024-2025
2024-10-31,31,10,October,Q4,2024,44,Thursday,False,2024-10,FY2024-2025
2024-11-01,1,11,November,Q4,2024,44,Friday,False,2024-11,FY2024-2025
2024-11-02,2,11,November,Q4,2024,44,Saturday,True,2024-11,FY2024-2025
2024-11-03,3,11,November,Q4,2024,44,Sunday,True,2024-11,FY2024-2025
2024-11-04,4,11,November,Q4,2024,45,Monday,False,2024-11,FY2024-2025
2024-11-05,5,11,November,Q4,2024,45,Tuesday,False,2024-11,FY2024-2025
2024-11-06,6,11,November,Q4,2024,45,Wednesday,False,2024-11,FY2024-2025
2024-11-07,7,11,November,Q4,2024,45,Thursday,False,2024-11,FY2024-2025
2024-11-08,8,11,November,Q4,2024,45,Friday,False,2024-11,FY2024-2025
2024-11-09,9,11,November,Q4,2024,45,Saturday,True,2024-11,FY2024-2025
2024-11-10,10,11,November,Q4,2024,45,Sunday,True,2024-11,FY2024-2025
2024-11-11,11,11,November,Q4,2024,46,Monday,False,2024-11,FY2024-2025
2024-11-12,12,11,November,Q4,2024,46,Tuesday,False,2024-11,FY2024-2025
2024-11-13,13,11,November,Q4,2024,46,Wednesday,False,2024-11,FY2024-2025
2024-11-14,14,11,November,Q4,2024,46,Thursday,False,2024-11,FY2024-2025
2024-11-15,15,11,November,Q4,2024,46,Friday,False,2024-11,FY2024-2025
2024-11-16,16,11,November,Q4,2024,46,Saturday,True,2024-11,FY2024-2025
2024-11-17,17,11,November,Q4,2024,46,Sunday,True,2024-11,FY2024-2025
2024-11-18,18,11,November,Q4,2024,47,Monday,False,2024-11,FY2024-2025
2024-11-19,19,11,November,Q4,2024,47,Tuesday,False,2024-11,FY2024-2025
2024-11-20,20,11,November,Q4,2024,47,Wednesday,False,2024-11,FY2024-2025
2024-11-21,21,11,November,Q4,2024,47,Thursday,False,2024-11,FY2024-2025
2024-11-22,22,11,November,Q4,2024,47,Friday,False,2024-11,FY2024-2025
2024-11-23,23,11,November,Q4,2024,47,Saturday,True,2024-11,FY2024-2025
2024-11-24,24,11,November,Q4,2024,47,Sunday,True,2024-11,FY2024-2025
2024-11-25,25,11,November,Q4,2024,48,Monday,False,2024-11,FY2024-2025
2024-11-26,26,11,November,Q4,2024,48,Tuesday,False,2024-11,FY2024-2025
