product_id,product_name,category,subcategory,brand,unit_cost,list_price,product_status
20124,StyleHub Product 20124,Home & Kitchen,Appliances,NovaTech,8097.15,12976.3,Active
20125,UrbanNest Product 20125,Fashion,Men,PureCare,3926.91,7162.54,Active
20126,PureCare Product 20126,Beauty,Haircare,UrbanNest,1723.19,2643.25,Active
20127,UrbanNest Product 20127,Electronics,Audio,SmartBuy,411.96,735.56,Active
20128,PureCare Product 20128,Fashion,Footwear,UrbanNest,1673.34,3575.31,Active
20129,StyleHub Product 20129,Electronics,Computing,NovaTech,3561.9,5173.18,Active
20130,NovaTech Product 20130,Beauty,Haircare,PureCare,407.87,578.14,Active
20131,FitPro Product 20131,Home & Kitchen,Kitchen,PureCare,8332.76,12122.69,Discontinued
20132,FitPro Product 20132,Fashion,Men,HomeEase,1732.52,2938.13,Active
20133,NovaTech Product 20133,Sports,Outdoor,ReadMore,4681.25,9887.68,Discontinued
20134,StyleHub Product 20134,books,Fiction,NovaTech,81.28,145.57,Active
20135,StyleHub Product 20135,Beauty,Skincare,SmartBuy,794.41,1378.06,Active
20136,StyleHub Product 20136,Beauty,Skincare,SmartBuy,2715.99,4968.47,Active
20137,FitPro Product 20137,Fashion,Women,FitPro,3507.59,7535.34,Discontinued
20138,ReadMore Product 20138,Fashion,Men,HomeEase,6594.96,8793.11,Active
20139,NovaTech Product 20139,Sports,Outdoor,NovaTech,1622.17,2494.27,Discontinued
20140,SmartBuy Product 20140, Home & Kitchen ,Home Decor,UrbanNest,13632.27,19748.24,Active
20141,SmartBuy Product 20141,Electronics,Audio,HomeEase,14131.87,23211.19,Active
20142,SmartBuy Product 20142,Books,Education,SmartBuy,365.12,752.45,Active
20143,StyleHub Product 20143,Electronics,Audio,PureCare,2393.24,3478.5,Discontinued
20144,NovaTech Product 20144,Home & Kitchen,Home Decor,SmartBuy,2611.43,4590.95,Active
20145,FitPro Product 20145,Beauty,Haircare,FitPro,693.61,1507.65,Discontinued
20146,HomeEase Product 20146,Sports,Fitness,StyleHub,3964.2,5892.39,Active
20147,ReadMore Product 20147,Fashion,Men,PureCare,4782.61,6794.43,Active
20148,HomeEase Product 20148,Beauty,Haircare,NovaTech,1185.55,2483.57,Active
20149,UrbanNest Product 20149,Beauty,Skincare,HomeEase,1824.03,3433.44,Active
20150,FitPro Product 20150,Books,Education,StyleHub,1029.79,1381.64,Active
20151,NovaTech Product 20151,Electronics,Mobile Accessories,NovaTech,2569.21,5148.79,Active
20152,StyleHub Product 20152,Home & Kitchen,Appliances,SmartBuy,2910.37,5801.66,Active
20153,ReadMore Product 20153,Electronics,Audio,UrbanNest,20812.21,26979.78,Active
20154,FitPro Product 20154,Electronics,Audio,FitPro,5759.35,11092.26,Active
20155,StyleHub Product 20155,Fashion,Women,PureCare,2822.57,4465.52,Discontinued
20156,ReadMore Product 20156,Books,Non-Fiction,SmartBuy,1217.4,2348.95,Discontinued
20157,ReadMore Product 20157,Home & Kitchen,Appliances,SmartBuy,3036.87,5324.45,Active
20158,FitPro Product 20158,Beauty,Skincare,PureCare,1891.02,2989.43,Active
20159,SmartBuy Product 20159,Sports,Fitness,FitPro,5877.01,7542.48,Discontinued
20160,UrbanNest Product 20160,Sports,Fitness,UrbanNest,2099.2,4213.0,Active
20161,SmartBuy Product 20161,Electronics,Audio,HomeEase,2081.76,2988.97,Active
20162,PureCare Product 20162,Beauty,Haircare,SmartBuy,4098.39,5370.51,Active
20163,NovaTech Product 20163,Books,Non-Fiction,HomeEase,1304.01,2266.17,Active
20164,NovaTech Product 20164,Beauty,Skincare,HomeEase,1928.82,2846.09,Active
20165,SmartBuy Product 20165,Home & Kitchen,Appliances,ReadMore,4742.94,6748.62,Discontinued
20166,HomeEase Product 20166,Electronics,Mobile Accessories,HomeEase,10656.98,21202.12,Active
20167,HomeEase Product 20167,Home & Kitchen,Appliances,ReadMore,685.51,1344.93,Active
20168,SmartBuy Product 20168,Books,Education,NovaTech,1584.8,2193.75,Active
20169,FitPro Product 20169,Books,Education,ReadMore,1366.69,2479.82,Active
20170,ReadMore Product 20170,Fashion,Women,UrbanNest,2367.28,3077.37,Active
20171,StyleHub Product 20171,Sports,Outdoor,ReadMore,5649.72,8856.95,Active
20172,PureCare Product 20172,Beauty,Skincare,HomeEase,156.89,263.66,Active
20173,FitPro Product 20173,Fashion,Men,NovaTech,1157.44,1949.63,Active
20174,NovaTech Product 20174,Electronics,Computing,StyleHub,23614.27,42518.38,Active
20175,ReadMore Product 20175,Home & Kitchen,Appliances,ReadMore,3110.96,5689.03,Discontinued
20176,NovaTech Product 20176,Electronics,Computing,FitPro,4104.35,7960.65,Active
20177,HomeEase Product 20177,Books,Education,UrbanNest,377.72,594.68,Active
20178,ReadMore Product 20178,Beauty,Skincare,ReadMore,176.72,231.42,Active
20179,SmartBuy Product 20179,Fashion,Footwear,UrbanNest,5629.64,7606.1,Active
20180,HomeEase Product 20180,Beauty,Personal Care,UrbanNest,3709.59,5587.97,Active
20181,FitPro Product 20181,Electronics,Audio,FitPro,25578.49,36333.39,Active
20182,NovaTech Product 20182,Electronics,Mobile Accessories,PureCare,4316.75,9013.29,Discontinued
20183,ReadMore Product 20183,Fashion,Footwear,PureCare,6201.04,8300.79,Discontinued
20184,UrbanNest Product 20184,Books,Fiction,NovaTech,230.98,339.09,Discontinued
20185,UrbanNest Product 20185,Electronics,Mobile Accessories,PureCare,1185.52,2246.49,Active
20186,ReadMore Product 20186,Sports,Fitness,UrbanNest,1685.47,3123.27,Discontinued
20187,SmartBuy Product 20187,Home & Kitchen,Kitchen,NovaTech,10308.76,18785.98,Active
20188,UrbanNest Product 20188,Sports,Sportswear,PureCare,1967.84,2649.85,Discontinued
20189,HomeEase Product 20189,Fashion,Women,NovaTech,3644.61,6056.2,Active
20190,SmartBuy Product 20190,Sports,Fitness,NovaTech,2919.98,6228.57,Discontinued
20191,ReadMore Product 20191,Beauty,Skincare,ReadMore,1945.3,3659.07,Active
20192,NovaTech Product 20192,Fashion,Footwear,StyleHub,531.7,864.71,Active
20193,PureCare Product 20193,Fashion,Women,PureCare,3638.59,6139.98,Discontinued
20194,UrbanNest Product 20194,Home & Kitchen,Kitchen,SmartBuy,10391.42,15511.28,Discontinued
20195,SmartBuy Product 20195,Books,Non-Fiction,PureCare,691.21,896.07,Active
20196,UrbanNest Product 20196,Fashion,Footwear,ReadMore,3293.8,6954.94,Discontinued
20197,PureCare Product 20197, Beauty ,Personal Care,UrbanNest,2441.72,4176.01,Active
20198,SmartBuy Product 20198,Beauty,Personal Care,SmartBuy,640.19,1170.71,Active
20199,SmartBuy Product 20199,Electronics,Audio,StyleHub,32978.59,43722.09,Active
20200,SmartBuy Product 20200,Home & Kitchen,Home Decor,FitPro,10463.66,13888.89,Active
20201,StyleHub Product 20201,Sports,Outdoor,FitPro,3115.35,5362.87,Active
20202,StyleHub Product 20202,Home & Kitchen,Appliances,FitPro,1887.06,3820.44,Active
20203,ReadMore Product 20203,Books,Education,StyleHub,486.39,801.23,Active
20204,PureCare Product 20204,Electronics,Mobile Accessories,NovaTech,5620.6,8107.07,Active
20205,FitPro Product 20205,Sports,Outdoor,PureCare,2671.04,4571.04,Active
20206,ReadMore Product 20206,Fashion,Men,PureCare,4932.35,9502.99,Active
20207,StyleHub Product 20207,Beauty,Personal Care,PureCare,2405.51,4375.18,Active
20208,UrbanNest Product 20208,Home & Kitchen,Home Decor,UrbanNest,1256.69,2742.57,Discontinued
20209,SmartBuy Product 20209,Books,Education,ReadMore,522.6,800.0,Active
20210,PureCare Product 20210,Electronics,Computing,ReadMore,25109.56,48912.77,Active
20211,UrbanNest Product 20211,Sports,Outdoor,SmartBuy,5088.3,6530.4,Active
20212,SmartBuy Product 20212,Fashion,Men,UrbanNest,1035.88,1832.22,Active
20213,ReadMore Product 20213,Home & Kitchen,Appliances,UrbanNest,9218.22,13284.6,Active
20214,PureCare Product 20214,Books,Fiction,PureCare,1242.1,1649.61,Discontinued
20215,StyleHub Product 20215,Sports,Outdoor,StyleHub,4089.96,8151.78,Active
20216,FitPro Product 20216,Beauty,Personal Care,SmartBuy,1195.42,2120.16,Discontinued
20217,PureCare Product 20217,Electronics,Mobile Accessories,FitPro,2190.73,-3128.25,Active
20218,SmartBuy Product 20218,Home & Kitchen,Home Decor,FitPro,236.4,388.51,Active
20219,PureCare Product 20219,Sports,Fitness,UrbanNest,7052.93,9855.06,Active
20220,SmartBuy Product 20220,Electronics,Mobile Accessories,HomeEase,28118.26,42344.33,Active
20221,PureCare Product 20221,Fashion,Footwear,HomeEase,4133.42,8524.2,Active
20222,FitPro Product 20222,Books,Fiction,PureCare,1332.22,1997.45,Active
20223,HomeEase Product 20223,Beauty,Haircare,SmartBuy,3195.95,4520.35,Active
20224,FitPro Product 20224,Electronics,Mobile Accessories,UrbanNest,12577.64,20509.78,Active
20225,FitPro Product 20225,Books,Non-Fiction,UrbanNest,565.01,859.89,Active
20226,FitPro Product 20226,Sports,Fitness,SmartBuy,2788.18,3983.22,Active
20227,HomeEase Product 20227,Fashion,Footwear,HomeEase,5104.74,8870.62,Active
20228,SmartBuy Product 20228,Sports,Sportswear,SmartBuy,1993.13,3402.95,Active
20229,ReadMore Product 20229,Electronics,Audio,UrbanNest,26287.31,46989.87,Active
20230,PureCare Product 20230,Electronics,Mobile Accessories,UrbanNest,7007.52,13227.92,Active
20231,FitPro Product 20231,Electronics,Audio,PureCare,16883.66,24901.54,Active
20232,UrbanNest Product 20232,Sports,Fitness,NovaTech,3511.95,6997.41,Active
20233,UrbanNest Product 20233,Home & Kitchen,Home Decor,HomeEase,10367.98,15368.99,Discontinued
20234,FitPro Product 20234,Beauty,Haircare,SmartBuy,1477.64,3260.15,Active
20235,ReadMore Product 20235,Beauty,Personal Care,PureCare,373.89,559.42,Active
20236,SmartBuy Product 20236,Fashion,Women,HomeEase,4828.67,9786.4,Active
20237,StyleHub Product 20237,Home & Kitchen,Kitchen,PureCare,9985.04,14311.96,Discontinued
20238,StyleHub Product 20238,Books,Fiction,ReadMore,717.57,1036.86,Active
20239,PureCare Product 20239,Fashion,Men,FitPro,1577.91,2654.44,Active
20240,FitPro Product 20240,Beauty,Haircare,HomeEase,2118.93,4035.95,Discontinued
20241,NovaTech Product 20241,Home & Kitchen,Appliances,FitPro,3003.81,5107.55,Discontinued
20242,FitPro Product 20242,Sports,Outdoor,PureCare,925.17,1778.01,Active
20243,SmartBuy Product 20243,Books,Fiction,UrbanNest,1633.91,2117.18,Active
20244,PureCare Product 20244,Books,Fiction,FitPro,504.19,676.6,Active
20245,SmartBuy Product 20245,Sports,Sportswear,NovaTech,1602.89,2374.42,Active
20246,ReadMore Product 20246,Books,Non-Fiction,NovaTech,648.55,1389.86,Active
20247,HomeEase Product 20247,Sports,Sportswear,ReadMore,7671.3,11037.26,Discontinued
20248,NovaTech Product 20248,Sports,Fitness,PureCare,6044.21,8467.22,Active
20249,SmartBuy Product 20249,Electronics,Mobile Accessories,StyleHub,1791.39,2418.52,Active
20250,SmartBuy Product 20250,Sports,Fitness,StyleHub,8089.77,10944.31,Active
20251,PureCare Product 20251,Beauty,Skincare,UrbanNest,1463.37,2720.16,Active
20252,NovaTech Product 20252,Home & Kitchen,Kitchen,ReadMore,10331.32,14038.07,Discontinued
20253,NovaTech Product 20253,Books,Non-Fiction,StyleHub,373.54,650.75,Active
20254,NovaTech Product 20254,Books,Non-Fiction,FitPro,492.74,878.52,Active
20255,PureCare Product 20255,Electronics,Computing,StyleHub,32574.7,48442.66,Discontinued
20256,StyleHub Product 20256,Electronics,Audio,SmartBuy,13307.93,19984.01,Discontinued
20257,PureCare Product 20257,Electronics,Audio,StyleHub,8937.36,12437.77,Active
20258,FitPro Product 20258,Books,Education,FitPro,912.97,1815.32,Active
20259,FitPro Product 20259,Home & Kitchen,Kitchen,UrbanNest,9037.266,8606.92,Active
20260,StyleHub Product 20260,Books,Non-Fiction,NovaTech,1416.78,2102.38,Active
20261,SmartBuy Product 20261,Beauty,Skincare,HomeEase,2160.34,4573.52,Active
20262,NovaTech Product 20262,Electronics,Mobile Accessories,SmartBuy,24998.38,47316.04,Active
20263,SmartBuy Product 20263,Sports,Sportswear,StyleHub,4934.29,10278.94,Active
20264,StyleHub Product 20264,Sports,Fitness,UrbanNest,7986.62,10746.16,Discontinued
20265,UrbanNest Product 20265,Beauty,Skincare,SmartBuy,2820.96,5941.2,Discontinued
20266,HomeEase Product 20266,Beauty,Skincare,SmartBuy,924.05,1711.48,Active
20267,NovaTech Product 20267,Books,Non-Fiction,ReadMore,758.03,1481.05,Discontinued
20268,NovaTech Product 20268,Sports,Fitness,FitPro,6567.59,10168.93,Discontinued
20269,StyleHub Product 20269,Fashion,Women,NovaTech,1023.8,1400.42,Discontinued
20270,PureCare Product 20270,Beauty,Skincare,FitPro,2272.54,2925.79,Discontinued
20271,StyleHub Product 20271,Fashion,Footwear,SmartBuy,3323.4,5734.55,Active
20272,PureCare Product 20272,Home & Kitchen,Appliances,SmartBuy,10312.86,19956.99,Discontinued
20273,UrbanNest Product 20273,Beauty,Personal Care,SmartBuy,898.4010000000001,855.62,Discontinued
20274,ReadMore Product 20274,Fashion,Women,ReadMore,3255.47,6614.54,Active
20275,ReadMore Product 20275,Fashion,Men,FitPro,2918.69,4330.7,Active
20276,UrbanNest Product 20276,Home & Kitchen,Kitchen,StyleHub,3158.58,6001.95,Discontinued
20277,FitPro Product 20277,Beauty,Skincare,FitPro,832.17,1256.51,Active
20278,StyleHub Product 20278,Books,Non-Fiction,HomeEase,912.38,1766.61,Active
20279,StyleHub Product 20279,Books,Fiction,SmartBuy,1279.17,1842.02,Discontinued
20280,StyleHub Product 20280,Sports,Sportswear,StyleHub,4952.65,8907.63,Active
20281,ReadMore Product 20281,Books,Non-Fiction,ReadMore,779.81,1127.12,Active
20282,StyleHub Product 20282,Electronics,Audio,SmartBuy,1233.47,2614.54,Active
20283,FitPro Product 20283,Beauty,Haircare,HomeEase,1786.1,2611.48,Discontinued
20284,HomeEase Product 20284,Sports,Fitness,SmartBuy,4139.46,5564.8,Discontinued
20285,FitPro Product 20285,Fashion,Men,HomeEase,3056.81,5024.92,Discontinued
20286,FitPro Product 20286,Home & Kitchen,Home Decor,SmartBuy,1888.79,3563.25,Active
20287,NovaTech Product 20287,Fashion,Women,SmartBuy,9460.7415,9010.23,Active
20288,SmartBuy Product 20288,Beauty,Skincare,ReadMore,1362.63,1889.87,Active
20289,NovaTech Product 20289,Sports,Outdoor,SmartBuy,4320.68,7728.9,Active
20290,SmartBuy Product 20290,Beauty,Skincare,PureCare,1937.11,3129.25,Discontinued
20291,NovaTech Product 20291,Electronics,Audio,SmartBuy,29786.05,42663.66,Active
20292,PureCare Product 20292,Fashion,Women,PureCare,6817.21,9241.44,Active
20293,ReadMore Product 20293,Electronics,Computing,HomeEase,4855.94,8896.0,Active
20294,UrbanNest Product 20294,Beauty,Skincare,PureCare,1963.0,2979.31,Discontinued
20295,UrbanNest Product 20295,Fashion,Men,StyleHub,4412.85,6782.81,Active
20296,UrbanNest Product 20296,Beauty,Personal Care,HomeEase,2906.36,4788.96,Discontinued
20297,HomeEase Product 20297,Fashion,Footwear,HomeEase,1000.66,1698.15,Active
20298,ReadMore Product 20298,Home & Kitchen,Home Decor,PureCare,5733.36,9338.4,Discontinued
20299,SmartBuy Product 20299,Electronics,Mobile Accessories,PureCare,13732.4,19327.77,Active
20300,StyleHub Product 20300,Electronics,Computing,NovaTech,32815.27,45226.2,Active
20301,StyleHub Product 20301,Fashion,Women,ReadMore,4378.76,8611.51,Active
20302,FitPro Product 20302,Fashion,Women,FitPro,3957.77,6383.69,Discontinued
20303,HomeEase Product 20303,Home & Kitchen,Appliances,SmartBuy,8799.84,14748.87,Active
20304,ReadMore Product 20304,Sports,Outdoor,UrbanNest,7639.36,10585.61,Active
20305,SmartBuy Product 20305,Sports,Outdoor,PureCare,5023.54,9658.43,Discontinued
20306,HomeEase Product 20306,Home & Kitchen,Home Decor,StyleHub,444.85,622.01,Active
20307,StyleHub Product 20307,Sports,Sportswear,StyleHub,6142.73,8130.31,Active
20308,HomeEase Product 20308,Books,Non-Fiction,NovaTech,1578.25,2147.11,Active
20309,FitPro Product 20309,Electronics,Computing,SmartBuy,23309.38,35030.95,Active
20310,UrbanNest Product 20310,Fashion,Women,SmartBuy,333.87,553.16,Active
20311,PureCare Product 20311,Fashion,Men,UrbanNest,3650.72,5012.15,Active
20312,SmartBuy Product 20312,Beauty,Skincare,UrbanNest,346.92,465.39,Active
20313,UrbanNest Product 20313,Electronics,Computing,PureCare,17648.02,34615.41,Active
20314,UrbanNest Product 20314,Home & Kitchen,Home Decor,UrbanNest,8537.11,14004.85,Active
20315,PureCare Product 20315,Home & Kitchen,Kitchen,HomeEase,3298.93,7175.26,Active
20316,ReadMore Product 20316,Beauty,Haircare,HomeEase,409.0,818.77,Active
20317,StyleHub Product 20317,Sports,Outdoor,UrbanNest,6161.12,9685.77,Active
